rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Bachutha - Bánh Chuối Thái - Đường Số 10,"54 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM",16:00 - 22:00,20.000 - 30.000,6.3,6.7,6.6,6.2,5.7,6.1,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai
Bachutha - Bánh Chuối Thái - Bạch Đằng,"307 Bạch Đằng, P. 15, Quận Bình Thạnh, TP. HCM",17:00 - 22:00,20.000 - 30.000,7.3,8.1,7.6,7.4,6.8,6.7,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-bach-dang
Otoké Chicken - Gà Rán Hàn Quốc - Đồng Đen,"116 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM",08:00 - 21:30,29.000 - 300.000,6.6,6.6,6.5,6.6,6.5,6.8,https://www.foody.vn/ho-chi-minh/otoke-chicken
Pizza Hut - Nguyễn Tri Phương,"397 Nguyễn Tri Phương, Quận 10, TP. HCM",10:00 - 21:30,100.000 - 220.000,6.6,6.9,6.4,6.4,6.4,7.0,https://www.foody.vn/ho-chi-minh/pizza-hut-nguyen-tri-phuong
Bachutha - Bánh Chuối Thái - Hòa Hảo,"012 Lô H, Chung Cư Ngô Gia Tự, Sư Vạn Hạnh, P. 2, Quận 10, TP. HCM",17:00 - 22:00,20.000 - 30.000,6.7,6.9,7.1,6.4,5.8,7.5,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-hoa-hao
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Hồ Tùng Mậu,"25 Hồ Tùng Mậu (Góc Hàm Nghi), P. Nguyễn Thái Bình, Quận 1, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.4,8.0,6.8,7.4,7.1,7.9,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub
Bachutha - Bánh Chuối Thái - Xóm Chiếu,"181/3 Xóm Chiếu, P. 16, Quận 4, TP. HCM",17:00 - 22:00,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-hoang-dieu-2
Bachutha - Bánh chuối Thái - Nguyễn Thượng Hiền,"54 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",17:00 - 22:00,20.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-nguyen-thuong-hien
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Vinhomes Central Park,"Park 2, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",11:00 - 22:00,70.000 - 290.000,7.5,8.1,7.3,7.4,7.2,7.7,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-vinhomes-central-park
Otoké Chicken - Gà Rán Hàn Quốc - Hàm Nghi,"77B Hàm Nghi, P. Nguyễn Thái Bình, Quận 1, TP. HCM",08:00 - 21:30,29.000 - 300.000,7.3,7.3,7.2,7.3,7.2,7.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ham-nghi
Chè Cô 7 - Đường 15,"251 Đường 15, P. Tân Kiểng, Quận 7, TP. HCM",09:00 - 21:00,10.000 - 20.000,7.0,7.1,7.2,6.9,6.3,7.4,https://www.foody.vn/ho-chi-minh/che-co-7-duong-15
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lotte Mart Quận 7,"Lầu 3 Lotte Mart, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.1,7.5,6.8,7.0,7.3,7.1,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-lotte-mart-quan-7
Chè Cô 7 - Đường Số 41,"49 Đường Số 41, P. 6, Quận 4, TP. HCM",09:00 - 21:00,10.000 - 20.000,7.5,7.8,7.8,7.0,6.8,8.3,https://www.foody.vn/ho-chi-minh/che-co-7-duong-so-41
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Sư Vạn Hạnh,"742 Sư Vạn Hạnh, Quận 10, TP. HCM",11:00 - 22:00,40.000 - 400.000,6.5,6.7,6.1,6.2,6.5,7.1,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-su-van-hanh
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lê Đại Hành,"409A-411A Lê Đại Hành, P. 11, Quận 11, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.6,7.9,7.1,7.5,7.4,8.0,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-le-dai-hanh
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Thị Minh Khai,"18A Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",08:00 - 21:30,30.000 - 300.000,7.1,7.3,7.2,7.2,6.8,7.3,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-thi-minh-khai
Takoyaki Tân Phước - Lý Thường Kiệt,"319 - C11 Lý Thường Kiệt (Đối Diện 58 Thiên Phước), P. 15, Quận 11, TP. HCM",15:00 - 22:00,15.000 - 25.000,6.9,7.3,7.6,7.2,6.0,6.5,https://www.foody.vn/ho-chi-minh/takoyaki-tan-phuoc
Otoké Chicken - Gà Rán Hàn Quốc - Đào Duy Từ,"31 Đào Duy Từ, Quận 10, TP. HCM",08:30 - 21:30,15.000 - 200.000,8.0,8.1,7.6,8.2,7.8,8.1,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dao-duy-tu
Takoyaki Tân Phước - Bình Thới,"173 Bình Thới, P, 11, Quận 11, TP. HCM",11:00 - 21:00,15.000 - 25.000,6.9,7.3,8.3,6.0,5.3,7.7,https://www.foody.vn/ho-chi-minh/takoyaki-tan-phuoc-binh-thoi
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Văn Trị,"366A32 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.9,8.5,7.4,7.9,7.9,7.6,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-van-tri
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Công Viên Lê Thị Riêng,"594 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.5,7.9,7.0,7.6,7.6,7.3,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-cong-vien-le-thi-rieng
Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 23:59,15.000 - 30.000,6.1,5.9,6.1,6.0,5.9,6.4,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-vo-van-tan
Súp Cua Ghiền - Phan Văn Hân,"184 Phan Văn Hân, P. 17, Quận Bình Thạnh, TP. HCM",06:00 - 19:00,15.000 - 30.000,7.0,7.0,7.0,7.0,7.0,7.0,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-phan-van-han
Súp Cua Ghiền - Nguyễn Thị Nhỏ,"12 Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",06:00 - 19:00,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-nguyen-thi-nho
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Điện Biên Phủ,"493 - 495 Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",11:00 - 22:00,70.000 - 300.000,8.4,8.8,8.0,8.4,8.6,8.0,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-dien-bien-phu
Bánh Đúc Nóng Bà Xuân - Cư Xá Vĩnh Hội,"D62 Đường Số 46, Cư Xá Vĩnh Hội, P. 5, Quận 4, TP. HCM",07:30 - 23:00,10.000 - 30.000,8.4,9.1,8.9,8.6,7.5,7.9,https://www.foody.vn/ho-chi-minh/banh-duc-nong-ba-xuan
Otoké Chicken - Gà Rán Hàn Quốc - Phan Văn Trị,"188E Phan Văn Trị, P. 11, Quận Bình Thạnh, TP. HCM",08:00 - 21:30,12.000 - 200.000,6.5,6.4,6.6,6.1,6.8,6.7,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-phan-van-tri
Bánh Đúc Nóng Bà Xuân - Nguyễn Kiệm,"617/8 Nguyễn Kiệm, P. 9, Quận Phú Nhuận, TP. HCM",07:30 - 18:00,20.000 - 260.000,9.5,10.0,9.5,10.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/banh-duc-nong-ba-xuan-nguyen-kiem
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Crescent Mall,"Tầng 4,  4F - 56 Tầng 4, Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,50.000 - 200.000,8.4,8.6,8.0,8.4,8.6,8.4,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-crescent-mall
Bánh Trứng Gà Non Hong Kong - Trần Phú,"354 Trần Phú (Ngã 4 Nguyễn Tri Phương), P. 7, Quận 5, TP. HCM",09:00 - 23:00,15.000 - 33.000,6.9,7.2,7.1,6.7,6.3,7.0,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-tran-phu
Bánh Trứng Gà Non Hong Kong - Phạm Đình Hổ,"59 Phạm Đình Hổ, Quận 6, TP. HCM",09:30 - 22:00,25.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-pham-dinh-ho
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Duy Trinh,"315 Nguyễn Duy Trinh, P. Bình Trưng Tây, Tp. Thủ Đức, TP. HCM",08:00 - 21:30,20.000 - 150.000,7.0,6.6,7.3,6.8,7.1,7.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-duy-trinh
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Xích Long,"222 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",11:00 - 21:30,76.000 - 330.000,7.2,8.3,6.8,6.3,7.0,7.8,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-xich-long
Bánh Trứng Gà Non Hong Kong - Nguyễn Thượng Hiền,"22 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",09:00 - 22:00,25.000 - 30.000,,5.8,5.3,5.8,4.6,5.0,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-nguyen-thuong-hien
Otoké Chicken - Gà Rán Hàn Quốc - Lạc Long Quân,"280 Lạc Long Quân, P. 10, Quận 11, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.5,8.5,8.3,8.6,8.6,8.4,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-lac-long-quan
Chill Sky Bar - Rooftop AB Tower,"26 & 27th Floor Rooftop, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",Đang mở cửa  00:01 - 02:00 | 17:30 - 23:59,200.000 - 550.000,7.7,7.6,6.5,7.6,8.5,8.5,https://www.foody.vn/ho-chi-minh/chill-sky-bar
Bánh Trứng Gà Non Hong Kong - Vạn Kiếp,"21 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-van-kiep
Otoké Chicken - Gà Rán Hàn Quốc - Ký Con,"169 Ký Con, P. Nguyễn Thái Bình, Quận 1, TP. HCM",08:00 - 21:30,30.000 - 300.000,8.6,8.8,8.5,8.8,8.2,8.6,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-ky-con
Otoké Chicken - Gà Rán Hàn Quốc - Huỳnh Tấn Phát,"547 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.5,8.6,8.3,8.7,8.4,8.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-huynh-tan-phat
Bánh Mì Nướng Muối Ớt Cô Năm - Đường 3 Tháng 2,"281 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM",15:00 - 22:00,15.000 - 30.000,7.3,8.0,8.0,7.1,6.4,7.1,https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam
Sorae Restaurant - Lounge,"Tầng 24 - 25, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",11:30 - 15:00 | 17:30 - 23:00,300.000 - 1.000.000,8.2,8.2,7.0,8.2,8.8,8.7,https://www.foody.vn/ho-chi-minh/nha-hang-sorae-sushi-sake-lounge
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Ảnh Thủ,"41A Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.7,9.0,9.0,9.5,9.0,7.0,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-anh-thu
Bánh Mì Nướng Muối Ớt Cô Năm - Tân Hòa Đông,"445/24 Tân Hòa Đông, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",15:00 - 22:00,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam-tan-hoa-dong
Otoké Chicken - Gà Rán Hàn Quốc - Đặng Văn Bi,"142 Đặng Văn Bi, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",08:30 - 21:30,29.000 - 300.000,6.7,6.7,6.8,6.5,6.7,7.0,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dang-van-bi
The Saigon Cigar Club,"Tầng 25, AB Tower, 76A Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",14:30 - 01:00 | 17:00 - 01:00,30.000 - 1.000.000,8.3,8.2,7.2,8.7,9.1,8.3,https://www.foody.vn/ho-chi-minh/the-saigon-cigar-club
Cháo Sườn Cô Giang - Nguyễn Oanh,"164 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",07:00 - 22:00,15.000 - 20.000,7.4,7.6,7.5,7.6,7.0,7.2,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-nguyen-oanh
Otoké Chicken - Gà Rán Hàn Quốc - Đỗ Xuân Hợp,"489 Đỗ Xuân HợP, P. Phước Long B, Tp. Thủ Đức, TP. HCM",08:30 - 21:30,29.000 - 300.000,8.8,8.8,8.5,9.0,8.5,9.3,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-do-xuan-hop
Vigor Dining,"Tầng 27 AB Tower (Bên Trong Chill Sky Bar), 76A Lê Lai, Quận 1, TP. HCM",17:30 - 22:30,500.000 - 1.500.000,8.2,8.5,7.3,8.1,8.8,8.5,https://www.foody.vn/ho-chi-minh/vigor-dining
Cháo Sườn Cô Giang - Đinh Tiên Hoàng,"14B Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",07:30 - 22:00,15.000 - 29.000,6.9,7.0,6.9,6.8,6.4,7.2,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-dinh-tien-hoang
Cháo Sườn Cô Giang - Nguyễn Trung Ngạn,"5A/16 Nguyễn Trung Ngạn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 14:00,15.000 - 29.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-nguyen-trung-ngan
Cháo Sườn Cô Giang - Trần Phú,"33 Trần Phú, P. 4, Quận 5, TP. HCM",08:30 - 23:00,20.000 - 35.000,7.0,6.0,7.0,7.0,7.0,8.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang
Lẩu Thái Đế Vương - Food House - Nguyễn Kiệm,"800 Nguyễn Kiệm, Quận Gò Vấp, TP. HCM",10:30 - 22:00,30.000 - 200.000,6.5,6.6,6.6,6.2,6.6,6.4,https://www.foody.vn/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-kiem
Làng Nướng Nam Bộ - Tô Hiến Thành,"302A Tô Hiến Thành, P. 15, Quận 10, TP. HCM",10:00 - 23:30,80.000 - 165.000,7.2,7.4,7.0,7.1,7.3,7.3,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-to-hien-thanh
Cháo Sườn Cô Giang - Khánh Hội,"65 Khánh Hội, P. 3, Quận 4, TP. HCM",07:30 - 22:00,15.000 - 20.000,7.3,7.0,7.0,7.0,7.7,7.7,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-khanh-hoi
Cháo Sườn Cô Giang - Lò Siêu,"212A Lò Siêu, P. 12, Quận 11, TP. HCM",07:30 - 22:00,15.000 - 20.000,,4.7,4.7,3.3,4.0,5.7,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-lo-sieu
Làng Nướng Nam Bộ - Hòa Bình,"49 Hòa Bình, Quận 11, TP. HCM",10:00 - 23:30,100.000 - 220.000,7.2,7.3,7.1,6.9,7.3,7.3,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-hoa-binh
Lẩu Thái Đế Vương - Food House - Nguyễn Tri Phương,"230 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",10:30 - 22:00,30.000 - 200.000,6.5,6.4,6.7,5.8,6.4,7.0,https://www.foody.vn/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-tri-phuong
Cháo Sườn Cô Giang - Đường Số 4,"2 Đường Số 4, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",06:50 - 22:00,15.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-duong-so-4
Cháo Sườn Cô Giang - Đường Số 9A,"120 Đường Số 9A, Xã Bình Hưng, Huyện Bình Chánh, TP. HCM",06:50 - 22:00,15.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-duong-so-9a
Kohaku Delivery - Phan Xích Long,"246 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",09:00 - 22:00,17.000 - 767.000,7.5,7.6,7.2,7.6,7.5,7.8,https://www.foody.vn/ho-chi-minh/kohaku-delivery-phan-xich-long
Làng Nướng Nam Bộ - Trần Quý Cáp,"36 Trần Quý Cáp, P. 11, Quận Bình Thạnh, TP. HCM",08:00 - 22:00,100.000 - 220.000,6.6,6.7,6.7,6.5,6.5,6.7,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-tran-quy-cap
Cháo Sườn Cô Giang - Phùng Văn Cung,"32 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",08:30 - 22:00,15.000 - 29.000,6.0,5.0,5.0,5.0,5.0,10.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-phung-van-cung
Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",08:30 - 21:30,10.000 - 40.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-co-giang
Cháo Sườn Cô Giang - Trần Thị Nơi,"164 Trần Thị Nơi, P. 4, Quận 8, TP. HCM",08:00 - 22:00,15.000 - 40.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-tran-thi-noi
Cháo Sườn Cô Giang - Cư Xá Đô Thành,"20 Đường Số 4, P. 4, Quận 3, TP. HCM",08:00 - 20:00,20.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-cu-xa-do-thanh
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Thị Nghĩa","16 Nguyễn Thị Nghĩa, P. Bến Thành, Quận 1, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.7,8.0,7.0,7.9,7.7,7.8,https://www.foody.vn/ho-chi-minh/al-frescos-nguyen-thi-nghia
Kohaku Sushi - Vạn Hạnh Mall,"Vạn Hạnh Mall, 11 Sự Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,17.000 - 767.000,7.3,7.4,7.1,7.5,7.2,7.3,https://www.foody.vn/ho-chi-minh/kohaku-sushi-van-hanh-mall
TKY Takoyaki - Nguyễn Văn Lạc,"20 Nguyễn Văn Lạc, P. 19, Quận Bình Thạnh, TP. HCM",14:45 - 22:00,18.000 - 45.000,7.3,7.9,7.9,7.7,6.0,6.9,https://www.foody.vn/ho-chi-minh/banh-bach-tuoc-takoyaki-ngo-tat-to
Tky Takoyaki - Xô Viết Nghệ Tĩnh,"550 Xô Viết Nghệ Tĩnh, P. 25, Quận Bình Thạnh, TP. HCM",17:00 - 22:00,15.000 - 45.000,7.4,7.8,7.8,8.4,6.1,6.8,https://www.foody.vn/ho-chi-minh/tky-takoyaki-xo-viet-nghe-tinh
TKY Takoyaki - Thích Quảng Đức,"78 Thích Quảng Đức, P. 5, Quận Phú Nhuận, TP. HCM",15:00 - 21:00,15.000 - 30.000,6.4,6.5,7.0,7.0,5.0,6.5,https://www.foody.vn/ho-chi-minh/tky-takoyaki-thich-quang-duc
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Mạc Đĩnh Chi","31 Bis Mạc Đĩnh Chi, Quận 1, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.4,7.8,6.7,7.5,7.4,7.5,https://www.foody.vn/ho-chi-minh/al-fresco-s-mac-dinh-chi
TKY Takoyaki - Nguyễn Thượng Hiền,"153 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",13:00 - 22:00,25.000 - 60.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/tky-takoyaki-nguyen-thuong-hien
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Xuân Thủy","89 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 21:15,80.000 - 695.000,7.3,7.6,6.7,7.1,7.7,7.5,https://www.foody.vn/ho-chi-minh/al-fresco-s-xuan-thuy
Tàu Hủ Cóc - Hoa Sứ,"32 Hoa Sứ, P. 2, Quận Phú Nhuận, TP. HCM",15:30 - 22:00,15.000 - 20.000,7.2,7.7,7.1,7.1,6.6,7.4,https://www.foody.vn/ho-chi-minh/tau-hu-coc-hoa-su
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Đức Cảnh","105 Nguyễn Đức Cảnh, Khu Phố Parkview III9-2, P. Tân Phong, Quận 7, TP. HCM",11:00 - 21:30,80.000 - 695.000,7.1,7.6,6.3,7.2,7.4,7.3,https://www.foody.vn/ho-chi-minh/al-fresco-s-pizza-my-y-suon-steak-bo-bit-tet-nguyen-duc-canh
Kobe Teppanyaki - Nhà Hàng Nhật,"13A Tú Xương, P. 7, Quận 3, TP. HCM",10:00 - 22:00,119.000 - 2.000.000,8.0,8.2,6.9,8.5,8.3,8.1,https://www.foody.vn/ho-chi-minh/kobe-nha-hang-nhat
Tàu Hủ Cóc - Thống Nhất,"504 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",11:00 - 22:00,10.000 - 41.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/tau-hu-coc-thong-nhat
Bánh tráng Tây Ninh - 192 Nguyễn Trãi,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",09:00 - 22:00,10.000 - 15.000,8.5,8.9,9.1,8.3,7.1,9.1,https://www.foody.vn/ho-chi-minh/bau-sen-banh-trang-tay-ninh
Kobe Teppanyaki - Nhà Hàng Nhật - Tôn Đức Thắng,"23C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,119.000 - 2.000.000,8.8,9.0,7.5,9.0,9.0,9.5,https://www.foody.vn/ho-chi-minh/kobe-teppanyaki-nha-hang-nhat-ton-duc-thang
Bàu Sen - Bánh Tráng Tây Ninh - Ngô Quyền,"122 Ngô Quyền, Quận 10, TP. HCM",08:00 - 22:00,10.000 - 35.000,8.6,8.7,8.7,8.8,8.2,8.8,https://www.foody.vn/ho-chi-minh/bau-sen-banh-trang-tay-ninh-ngo-quyen
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Cộng Hòa","111 Cộng Hòa, Quận Tân Bình, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.5,7.9,6.7,7.4,7.6,7.7,https://www.foody.vn/ho-chi-minh/al-fresco-s-cong-hoa
Lan Ốc - Rạch Bùng Binh,"103 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",16:00 - 23:55,30.000 - 100.000,7.3,7.7,7.9,6.9,6.4,7.6,https://www.foody.vn/ho-chi-minh/lan-oc-rach-bung-binh
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Phan Xích Long","199 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.2,7.6,6.4,7.3,7.4,7.4,https://www.foody.vn/ho-chi-minh/al-fresco-s-phan-xich-long
Lan Ốc - Nguyễn Đình Chiểu,"430/18 Nguyễn Đinh Chiểu, P. 4, Quận 3, TP. HCM",15:00 - 23:59,30.000 - 100.000,6.6,7.5,7.7,6.0,5.8,6.2,https://www.foody.vn/ho-chi-minh/lan-oc-nguyen-dinh-chieu
Dì Mai - Nhà Hàng Việt Nam - Lê Thị Hồng Gấm,"136 - 138 Lê Thị Hồng Gấm, Quận 1, TP. HCM",11:00 - 20:30,50.000 - 300.000,8.3,8.5,7.6,8.4,8.7,8.4,https://www.foody.vn/ho-chi-minh/di-mai-nha-hang-viet-nam
Dừa Tắc Cô Út - Xóm Chiếu,"113B Xóm Chiếu, P. 16, Quận 4, TP. HCM",07:00 - 23:59,10.000 - 20.000,9.1,9.0,9.3,9.1,9.0,9.2,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-xom-chieu
Dừa Tắc Cô Út - 115 Xóm Chiếu,"115 Xóm Chiếu, P. 16, Quận 4, TP. HCM",Đang mở cửa  00:01 - 23:59,10.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-115-xom-chieu
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Vạn Hạnh Mall","Tầng 6,  10 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.2,7.3,6.2,7.5,7.5,7.2,https://www.foody.vn/ho-chi-minh/al-fresco-s-van-hanh-mall
Dừa Tắc Cô Út - 113A Xóm Chiếu,"113A Xóm Chiếu, P. 16, Quận 4, TP. HCM",Đang mở cửa  00:01 - 23:59,10.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-113a-xom-chieu
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Aeon Mall Tân Phú","Tầng 3,  T27 Tầng 3, Aeon Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 22:00,80.000 - 695.000,8.0,8.0,8.0,9.0,7.0,8.0,https://www.foody.vn/ho-chi-minh/al-fresco-s-aeon-mall-tan-phu
